id,name,email,country,region,loyalty_tier,carbon_offset_opt_in
2679,Gabriel Larson,dawncook@example.net,UNITED STATES,AMERICA,NONE,TRUE
2680,Sheri Yoder,whitejill@example.com,NETHERLANDS,EUROPE,NONE,TRUE
2681,Tara Thomas,dianebrooks@example.com,SWEDEN,EUROPE,NONE,FALSE
2682,Lauren Mcmillan,summerellis@example.org,SWEDEN,EUROPE,NONE,FALSE
2683,Juan Adams,tsullivan@example.org,UNITED STATES,AMERICA,GOLD,FALSE
2684,James Juarez,andersonkaren@example.org,CANADA,AMERICA,NONE,FALSE
2685,Casey Hubbard,bobby53@example.net,FRANCE,EUROPE,NONE,FALSE
2686,Dawn Molina,xclarke@example.com,FRANCE,EUROPE,SILVER,FALSE
2687,Tricia Russo,mary88@example.org,GERMANY,EUROPE,NONE,TRUE
2688,Shannon Hudson,xwright@example.com,JAPAN,ASIA,GREEN,FALSE
2689,Jennifer Hernandez,susanhall@example.org,GERMANY,EUROPE,GREEN,TRUE
2690,Robert Munoz,ecampbell@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
2691,Eric Velasquez,denniswilliams@example.com,UNITED STATES,AMERICA,NONE,TRUE
2692,Joseph Lopez,ielliott@example.org,FRANCE,EUROPE,GREEN,TRUE
2693,James Levy,wthompson@example.com,GERMANY,EUROPE,NONE,FALSE
2694,Leslie Preston,briannamclaughlin@example.net,SWEDEN,EUROPE,GREEN,FALSE
2695,Cindy Walton,zgrimes@example.net,UNITED STATES,AMERICA,NONE,TRUE
2696,Michelle Hayes,nathannorman@example.org,JAPAN,ASIA,NONE,TRUE
2697,David Fox,millsmichelle@example.com,UNITED KINGDOM,EUROPE,SILVER,FALSE
2698,Robin Davis,carriereese@example.net,CANADA,AMERICA,NONE,FALSE
2699,William Powell,smithcarl@example.com,NETHERLANDS,EUROPE,NONE,TRUE
2700,William Hale,nthomas@example.net,UNITED STATES,AMERICA,NONE,FALSE
2701,Andrea Sparks,melissaharrell@example.net,GERMANY,EUROPE,NONE,FALSE
2702,Andrea Turner,harrislisa@example.com,GERMANY,EUROPE,GREEN,TRUE
2703,Steven Bridges,landerson@example.net,GERMANY,EUROPE,NONE,TRUE
2704,Maria Wall,vphillips@example.net,UNITED STATES,AMERICA,GREEN,FALSE
2705,Brandy Kerr,christine20@example.net,NETHERLANDS,EUROPE,GREEN,TRUE
2706,George Hall,bholder@example.net,UNITED STATES,AMERICA,GREEN,TRUE
2707,Ashley Harding,kmartinez@example.net,UNITED STATES,AMERICA,SILVER,FALSE
2708,Veronica Johnson,richard20@example.org,FRANCE,EUROPE,NONE,TRUE
2709,Jacob Burton,westricky@example.org,FRANCE,EUROPE,NONE,TRUE
2710,Jessica Cook,whernandez@example.net,FRANCE,EUROPE,GOLD,FALSE
2711,Maria Wise,collinslaura@example.com,UNITED STATES,AMERICA,NONE,FALSE
2712,Bryan Martin II,douglastimothy@example.net,UNITED STATES,AMERICA,GREEN,TRUE
2713,Jared Smith,mhenry@example.net,FRANCE,EUROPE,GREEN,FALSE
2714,Jon Arellano,perezchristopher@example.net,CANADA,AMERICA,NONE,FALSE
2715,Cassie Williams,martha99@example.net,UNITED STATES,AMERICA,NONE,FALSE
2716,Craig Washington,stevelee@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
2717,Edward Davies,melanie48@example.net,UNITED STATES,AMERICA,NONE,FALSE
2718,Devin Reynolds,ibrady@example.com,NETHERLANDS,EUROPE,SILVER,TRUE
2719,Patricia Edwards,leblancnicole@example.net,UNITED STATES,AMERICA,SILVER,TRUE
2720,Jennifer Jones,hartmancrystal@example.net,UNITED STATES,AMERICA,GREEN,TRUE
2721,Rachael Howard,qneal@example.org,JAPAN,ASIA,NONE,FALSE
2722,Leslie Miller,patrick40@example.net,NETHERLANDS,EUROPE,NONE,FALSE
2723,Kristin Gomez,cooperamy@example.org,FRANCE,EUROPE,NONE,TRUE
2724,Rhonda Morris,tgreen@example.net,NETHERLANDS,EUROPE,SILVER,FALSE
2725,Jacob Guzman,weeksbrandon@example.com,GERMANY,EUROPE,GOLD,FALSE
2726,April Mitchell,patriciaowen@example.net,UNITED STATES,AMERICA,NONE,TRUE
2727,Steven Wilson,traci39@example.net,JAPAN,ASIA,GREEN,TRUE
2728,Cassandra Brock,beckerbrianna@example.com,UNITED STATES,AMERICA,SILVER,TRUE
2729,Pamela Rodgers,allennathan@example.net,UNITED STATES,AMERICA,NONE,FALSE
2730,Melinda Ramirez,kelleramanda@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
2731,Frank Franklin,christopher64@example.net,SPAIN,EUROPE,GREEN,TRUE
2732,Kyle Camacho,matthewbutler@example.org,FRANCE,EUROPE,NONE,FALSE
2733,Colton Duke,joseph08@example.net,GERMANY,EUROPE,GREEN,TRUE
2734,Pamela Pittman,uwilliams@example.net,UNITED STATES,AMERICA,NONE,FALSE
2735,Wendy Williams,blakeshelton@example.org,FRANCE,EUROPE,NONE,TRUE
2736,Lisa Fernandez,michelle11@example.org,CANADA,AMERICA,NONE,FALSE
2737,Susan Cochran,vgarcia@example.net,CANADA,AMERICA,NONE,TRUE
2738,George Williams,laurenallen@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
2739,Kirk Powell,virginia22@example.org,UNITED STATES,AMERICA,NONE,FALSE
2740,Kyle Ruiz,alvarezstephanie@example.com,FRANCE,EUROPE,SILVER,FALSE
2741,Elizabeth Barber,boyererika@example.net,UNITED STATES,AMERICA,SILVER,FALSE
2742,Tamara Woodard,wallacebryan@example.com,FRANCE,EUROPE,GOLD,TRUE
2743,Samantha Armstrong,barbarafisher@example.com,GERMANY,EUROPE,SILVER,TRUE
2744,Yolanda Anderson,uwhite@example.net,UNITED STATES,AMERICA,NONE,TRUE
2745,Jamie Smith,theresataylor@example.com,GERMANY,EUROPE,GREEN,FALSE
2746,Joseph Smith,todd87@example.org,AUSTRALIA,APAC,GOLD,FALSE
2747,James Morales,sarah06@example.org,UNITED KINGDOM,EUROPE,GOLD,FALSE
2748,James Hamilton,watsondavid@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
2749,Anita Schultz,mary98@example.net,UNITED STATES,AMERICA,GREEN,FALSE
2750,Scott Willis,mcneilbrian@example.net,FRANCE,EUROPE,NONE,TRUE
2751,Allen Diaz,franklinmatthew@example.net,UNITED KINGDOM,EUROPE,SILVER,FALSE
2752,Tommy Sherman,xhorton@example.org,UNITED STATES,AMERICA,NONE,TRUE
2753,Laura Holloway,nwilliams@example.net,UNITED STATES,AMERICA,GREEN,TRUE
2754,Amanda Roy,fbailey@example.com,JAPAN,ASIA,NONE,FALSE
2755,Deanna Nelson,bradleymitchell@example.net,GERMANY,EUROPE,NONE,FALSE
2756,Diane Mitchell,jeffrey11@example.net,AUSTRALIA,APAC,NONE,FALSE
2757,Justin Higgins,wbailey@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
2758,Stephen Bruce,raymond62@example.org,FRANCE,EUROPE,SILVER,TRUE
2759,Melissa Hernandez,djensen@example.com,UNITED STATES,AMERICA,NONE,TRUE
2760,Jamie Young,agarcia@example.org,UNITED STATES,AMERICA,SILVER,TRUE
2761,Jay West,shane26@example.com,UNITED STATES,AMERICA,GREEN,FALSE
2762,Craig Marsh,diazmichael@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
2763,Cristian Smith,uhall@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
2764,Jenny Lamb,rodney58@example.com,SPAIN,EUROPE,GOLD,TRUE
2765,Jacqueline White,charles39@example.com,GERMANY,EUROPE,NONE,TRUE
2766,Keith Brown,uschmitt@example.net,FRANCE,EUROPE,NONE,TRUE
2767,Brent Cain,usilva@example.net,UNITED STATES,AMERICA,NONE,FALSE
2768,Kenneth Moss,vgraham@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
2769,Jennifer Lewis,paul18@example.org,UNITED STATES,AMERICA,GREEN,TRUE
2770,Frank Lawson,courtney87@example.com,FRANCE,EUROPE,GREEN,TRUE
2771,Adriana Parks,ingramtara@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
2772,Sarah Solis,weaverjohn@example.org,UNITED KINGDOM,EUROPE,SILVER,FALSE
2773,Ariel Lopez,morrisonryan@example.org,FRANCE,EUROPE,NONE,TRUE
2774,Samuel Thomas,rlewis@example.org,UNITED STATES,AMERICA,NONE,FALSE
2775,Zachary Sullivan,bill82@example.com,UNITED STATES,AMERICA,NONE,TRUE
2776,Christopher Foster,lbennett@example.net,JAPAN,ASIA,GREEN,TRUE
2777,Christopher Kennedy,christyfletcher@example.org,SPAIN,EUROPE,GREEN,TRUE
2778,Sharon Pearson,taylorgina@example.org,FRANCE,EUROPE,GREEN,TRUE
2779,Danielle Frey,hendersonjacob@example.org,UNITED STATES,AMERICA,NONE,FALSE
2780,Elaine Lewis,troy19@example.net,GERMANY,EUROPE,GOLD,FALSE
2781,Stacy Smith,urivera@example.org,JAPAN,ASIA,NONE,FALSE
2782,Derrick Peterson,cbrown@example.com,UNITED STATES,AMERICA,NONE,FALSE
2783,Michael Dean,andreawalker@example.org,NETHERLANDS,EUROPE,NONE,TRUE
2784,Ronnie Kramer,jasonmoore@example.com,UNITED STATES,AMERICA,SILVER,TRUE
2785,Misty Hernandez MD,nmcdonald@example.org,UNITED KINGDOM,EUROPE,GREEN,TRUE
2786,Jennifer Barber,friedmanrichard@example.com,SWEDEN,EUROPE,GREEN,FALSE
2787,Alyssa Lang,clarkmichael@example.org,SPAIN,EUROPE,NONE,FALSE
2788,Andrew Mendez,claireflynn@example.org,CANADA,AMERICA,NONE,TRUE
2789,Angela Holloway,tmoody@example.net,AUSTRALIA,APAC,GOLD,TRUE
2790,Steven Nelson,wkennedy@example.com,SPAIN,EUROPE,GOLD,FALSE
2791,Jessica Fisher,ashley06@example.org,JAPAN,ASIA,GREEN,TRUE
2792,Andrew Mann,lindabates@example.com,UNITED STATES,AMERICA,NONE,TRUE
2793,Rebecca Acevedo,sonya14@example.net,UNITED STATES,AMERICA,NONE,FALSE
2794,Ethan Tucker,danschaefer@example.net,SWEDEN,EUROPE,SILVER,TRUE
2795,Laura Washington,megan91@example.com,NETHERLANDS,EUROPE,GREEN,FALSE
2796,Michelle Simmons,lisa04@example.net,UNITED KINGDOM,EUROPE,GREEN,FALSE
2797,Mary Thomas,bhampton@example.com,GERMANY,EUROPE,NONE,TRUE
2798,Carlos Walker,patricia12@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
2799,Joshua Padilla,guerrerorenee@example.com,UNITED STATES,AMERICA,NONE,FALSE
2800,Kristina Morgan,allen12@example.net,AUSTRALIA,APAC,GREEN,FALSE
2801,Patrick Huerta,derricklee@example.net,FRANCE,EUROPE,GOLD,TRUE
2802,Michele Torres,oevans@example.org,AUSTRALIA,APAC,NONE,TRUE
2803,Mike Francis,gbrown@example.net,GERMANY,EUROPE,NONE,FALSE
2804,Susan Anderson,ifox@example.net,NETHERLANDS,EUROPE,GREEN,FALSE
2805,Mr. Joshua Abbott,hughesbrandon@example.net,GERMANY,EUROPE,SILVER,FALSE
2806,Nicholas Wolfe,barbara56@example.com,NETHERLANDS,EUROPE,GREEN,FALSE
2807,William Greene,peter58@example.com,UNITED STATES,AMERICA,SILVER,TRUE
2808,Loretta Bradley,rlee@example.net,JAPAN,ASIA,SILVER,FALSE
2809,Aaron Oliver,zmoore@example.org,SPAIN,EUROPE,SILVER,TRUE
2810,Joshua Berry,robertcruz@example.org,FRANCE,EUROPE,GREEN,FALSE
2811,Jason Kelly,jessica86@example.com,JAPAN,ASIA,GREEN,TRUE
2812,Max Mills,wmorris@example.com,JAPAN,ASIA,GREEN,TRUE
2813,Heather Esparza,jonathanjordan@example.org,FRANCE,EUROPE,NONE,FALSE
2814,James Griffin,istokes@example.com,CANADA,AMERICA,GREEN,FALSE
2815,Heather Perry,jonathan12@example.org,FRANCE,EUROPE,NONE,TRUE
2816,Shannon Green,afitzpatrick@example.org,UNITED STATES,AMERICA,GREEN,FALSE
2817,Sandra Harris,bbarr@example.org,NETHERLANDS,EUROPE,NONE,FALSE
2818,Cynthia Flores,ucamacho@example.org,GERMANY,EUROPE,NONE,TRUE
2819,Tyler Russell,maciaskenneth@example.com,FRANCE,EUROPE,GOLD,TRUE
2820,Daniel Day,thompsonlaura@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
2821,Kimberly Fitzgerald,anthonyfranklin@example.com,UNITED STATES,AMERICA,GREEN,TRUE
2822,Christy Contreras,silvaryan@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
2823,Karen Washington,rtaylor@example.com,UNITED STATES,AMERICA,NONE,FALSE
2824,Kristi Rodriguez MD,alisha45@example.org,UNITED STATES,AMERICA,NONE,TRUE
2825,Hector Carrillo,gevans@example.org,AUSTRALIA,APAC,GREEN,FALSE
2826,Kathleen Fowler,ashleyrhodes@example.com,FRANCE,EUROPE,NONE,TRUE
2827,Lori Dunn,dianereynolds@example.org,NETHERLANDS,EUROPE,GOLD,FALSE
2828,Danielle Thomas,solistara@example.com,JAPAN,ASIA,NONE,TRUE
2829,Lindsay Farmer,abigail90@example.com,UNITED STATES,AMERICA,SILVER,FALSE
2830,Erik Williams,elliottscott@example.com,UNITED STATES,AMERICA,SILVER,TRUE
2831,Joseph Stevens,stephanie14@example.org,AUSTRALIA,APAC,NONE,TRUE
2832,Jessica Adams,jamesmason@example.net,GERMANY,EUROPE,NONE,TRUE
2833,Larry Buchanan,zhorton@example.com,UNITED STATES,AMERICA,GREEN,FALSE
2834,Jason Sanchez,garysnow@example.org,AUSTRALIA,APAC,GOLD,FALSE
2835,Heather Dunn,gabriel67@example.com,UNITED STATES,AMERICA,GREEN,TRUE
2836,Christine Sweeney,alee@example.com,AUSTRALIA,APAC,GREEN,TRUE
2837,Ryan Lewis,watsontina@example.net,JAPAN,ASIA,SILVER,FALSE
2838,Rebecca Davis,kenneththomas@example.com,FRANCE,EUROPE,GOLD,TRUE
2839,Samantha Hart,ldean@example.org,GERMANY,EUROPE,SILVER,FALSE
2840,Tanya Young,ohardy@example.net,SWEDEN,EUROPE,SILVER,TRUE
2841,Jerry Shaw,hoopernicole@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
2842,Ronald Brown,rstewart@example.net,JAPAN,ASIA,NONE,FALSE
2843,Marcia Brown,lisa79@example.com,SWEDEN,EUROPE,GOLD,FALSE
2844,Andrea Moody,ucrawford@example.org,SPAIN,EUROPE,NONE,TRUE
2845,Angela Cardenas,cameronkaitlyn@example.com,AUSTRALIA,APAC,NONE,FALSE
2846,Heather Brown,jmorrison@example.net,JAPAN,ASIA,NONE,TRUE
2847,Jordan Franklin,jjackson@example.org,JAPAN,ASIA,SILVER,TRUE
2848,Krista Ramos,aliciacallahan@example.org,GERMANY,EUROPE,NONE,TRUE
2849,Jennifer Hernandez,lmaldonado@example.org,UNITED STATES,AMERICA,NONE,TRUE
2850,Rachel Morrison,joanna88@example.org,UNITED STATES,AMERICA,GREEN,TRUE
2851,Keith Mccormick,yboone@example.org,UNITED STATES,AMERICA,NONE,TRUE
2852,Brandi Stokes,zsmith@example.com,GERMANY,EUROPE,GREEN,FALSE
2853,Sarah Carlson,williamsbrenda@example.org,UNITED STATES,AMERICA,GREEN,FALSE
2854,Mr. Justin Hughes,jeffreywhitehead@example.net,AUSTRALIA,APAC,NONE,TRUE
2855,Sarah Stanley,pmorse@example.net,UNITED STATES,AMERICA,NONE,TRUE
2856,Jason Murphy,yatkins@example.net,UNITED STATES,AMERICA,NONE,TRUE
2857,Whitney Lee,hannah07@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
2858,Brian Jackson,craigmurphy@example.net,AUSTRALIA,APAC,NONE,TRUE
2859,Ryan Flores,howarddawn@example.net,UNITED STATES,AMERICA,NONE,FALSE
2860,Larry Wiley,zacharypage@example.com,GERMANY,EUROPE,NONE,TRUE
2861,Eric Holden,danieljones@example.org,SPAIN,EUROPE,GREEN,FALSE
2862,John Williams,goodwinsharon@example.net,FRANCE,EUROPE,SILVER,FALSE
2863,Sarah Gonzalez,owilson@example.com,GERMANY,EUROPE,GREEN,FALSE
2864,Paula Guzman,aguilarsamuel@example.com,UNITED STATES,AMERICA,SILVER,FALSE
2865,Kimberly Russo,jessebeltran@example.net,FRANCE,EUROPE,GREEN,FALSE
2866,Jeffery Carter,kcherry@example.com,AUSTRALIA,APAC,NONE,FALSE
2867,Philip Hall,bswanson@example.com,JAPAN,ASIA,NONE,TRUE
2868,Andrea Robinson,christiecastillo@example.com,NETHERLANDS,EUROPE,NONE,FALSE
2869,Christine Wilson,tdiaz@example.org,GERMANY,EUROPE,GREEN,FALSE
2870,Michele Thomas,ghall@example.com,AUSTRALIA,APAC,GREEN,TRUE
2871,Patricia Clark,taylormaria@example.com,UNITED STATES,AMERICA,NONE,TRUE
2872,Tammy Stanley,wendyperez@example.org,GERMANY,EUROPE,SILVER,TRUE
2873,James Haney,casey54@example.net,CANADA,AMERICA,GREEN,TRUE
2874,Jeffrey Price,tlozano@example.com,GERMANY,EUROPE,NONE,FALSE
2875,Sarah Fletcher,hthompson@example.com,FRANCE,EUROPE,NONE,FALSE
2876,Laura Gardner,dorseytony@example.net,UNITED STATES,AMERICA,NONE,FALSE
2877,Tanya Wilson,ramosmatthew@example.org,AUSTRALIA,APAC,GREEN,FALSE
2878,Angela Beck,ecunningham@example.net,UNITED STATES,AMERICA,GREEN,TRUE
2879,Donna Murillo,kristinevans@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
2880,Jasmine Preston,lisa37@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
2881,Noah Anderson,amandaroberts@example.net,UNITED STATES,AMERICA,NONE,FALSE
2882,Tricia Townsend MD,rogerfarrell@example.com,UNITED STATES,AMERICA,NONE,TRUE
2883,Nicole Andrews,lmann@example.org,UNITED STATES,AMERICA,GREEN,FALSE
2884,Chelsea Bennett,vmartinez@example.com,CANADA,AMERICA,GREEN,TRUE
2885,Jennifer Cisneros MD,julie34@example.org,UNITED STATES,AMERICA,NONE,FALSE
2886,Tammy Taylor,dennishale@example.org,NETHERLANDS,EUROPE,GREEN,TRUE
2887,Kevin Williams,jessicastanton@example.net,SWEDEN,EUROPE,NONE,FALSE
2888,Jason Howard,davismichelle@example.net,GERMANY,EUROPE,NONE,TRUE
2889,Chase Torres,smartinez@example.org,SPAIN,EUROPE,GREEN,FALSE
2890,Christine Frank,bryan46@example.com,JAPAN,ASIA,GREEN,FALSE
2891,Eric Oneill,hli@example.net,SPAIN,EUROPE,SILVER,TRUE
2892,John Anderson,carlrichards@example.com,UNITED STATES,AMERICA,GREEN,TRUE
2893,Maria English,michael22@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
2894,Jaime Gilmore,evansbrady@example.org,SPAIN,EUROPE,SILVER,TRUE
2895,Tracy Calhoun,aaron25@example.com,UNITED STATES,AMERICA,GREEN,FALSE
2896,Nathan Clark,kimberly48@example.com,UNITED STATES,AMERICA,NONE,FALSE
2897,Mr. Thomas Perez,turnerkari@example.org,SWEDEN,EUROPE,GREEN,TRUE
2898,Timothy Hill,brookstimothy@example.net,UNITED STATES,AMERICA,GOLD,TRUE
2899,Brittany Davis,heather97@example.net,GERMANY,EUROPE,NONE,FALSE
2900,Leah Stewart,andersonhaley@example.com,GERMANY,EUROPE,GREEN,TRUE
2901,Frank Sanchez,bcurtis@example.org,UNITED STATES,AMERICA,GOLD,FALSE
2902,Amber Rice,wayne01@example.net,GERMANY,EUROPE,NONE,TRUE
2903,Karen Sanchez,jamie15@example.org,CANADA,AMERICA,GREEN,TRUE
2904,Danielle Hamilton,gjackson@example.org,CANADA,AMERICA,NONE,FALSE
2905,Mr. Joshua Davis,umccoy@example.com,NETHERLANDS,EUROPE,GREEN,FALSE
2906,Gary Gibson,russellamy@example.org,GERMANY,EUROPE,GREEN,FALSE
2907,Jeffrey Lane,johnstokes@example.org,UNITED STATES,AMERICA,SILVER,TRUE
2908,Dennis Mann,alexanderjohnson@example.org,SWEDEN,EUROPE,NONE,TRUE
2909,Cody Shaw,tiffany50@example.net,FRANCE,EUROPE,GREEN,FALSE
2910,Ronald Jackson,daviskristina@example.org,UNITED STATES,AMERICA,GREEN,TRUE
2911,John Garcia,scottjoanna@example.net,UNITED STATES,AMERICA,NONE,FALSE
2912,Brandon Heath,norozco@example.net,NETHERLANDS,EUROPE,GREEN,FALSE
2913,Betty Farrell,benjamin53@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
2914,Maurice Williams,btaylor@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
2915,Nancy Todd,wilsonjared@example.net,UNITED STATES,AMERICA,GREEN,FALSE
2916,Danny Garcia,darlenecox@example.net,GERMANY,EUROPE,NONE,FALSE
2917,William Hogan,johnharper@example.com,GERMANY,EUROPE,SILVER,TRUE
2918,Jennifer Campbell,jaylopez@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
2919,Robert Lynch,lmcguire@example.com,AUSTRALIA,APAC,NONE,TRUE
2920,Jessica Lee,julieblair@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
2921,Danielle Christensen,pweber@example.com,UNITED STATES,AMERICA,NONE,TRUE
2922,Krista Weber,christygreer@example.com,FRANCE,EUROPE,NONE,TRUE
2923,Raymond Cook,wendyholden@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
2924,Gary Boone,tony62@example.com,FRANCE,EUROPE,NONE,FALSE
2925,Shelia Dixon,gbutler@example.com,UNITED STATES,AMERICA,NONE,TRUE
2926,Willie Robinson,ssweeney@example.com,JAPAN,ASIA,NONE,FALSE
2927,Shawn Waters,sandra66@example.net,UNITED STATES,AMERICA,SILVER,FALSE
2928,David Clark,omartinez@example.net,NETHERLANDS,EUROPE,NONE,TRUE
2929,Gina Wright,james67@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
2930,Brian Wells,danielleboyer@example.net,FRANCE,EUROPE,NONE,TRUE
2931,Tiffany Mcgee,mariolewis@example.net,CANADA,AMERICA,NONE,FALSE
2932,Joshua Porter,ksanchez@example.org,UNITED KINGDOM,EUROPE,SILVER,FALSE
2933,Brian Cross,kennethruiz@example.net,GERMANY,EUROPE,GREEN,FALSE
2934,Lee Preston,perrymichael@example.org,FRANCE,EUROPE,NONE,FALSE
2935,Kathryn Garcia,heatherdavis@example.org,FRANCE,EUROPE,NONE,TRUE
2936,Robert Wells,sbrown@example.org,AUSTRALIA,APAC,NONE,TRUE
2937,Patricia Hahn,amanda67@example.net,UNITED STATES,AMERICA,NONE,TRUE
2938,Alicia Kemp,kdennis@example.org,NETHERLANDS,EUROPE,NONE,FALSE
2939,William Werner,lbowers@example.com,GERMANY,EUROPE,NONE,FALSE
2940,Jessica White,mary92@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
2941,Elizabeth Christensen,sallylee@example.org,FRANCE,EUROPE,GREEN,TRUE
2942,Paul Richards,alexander69@example.com,UNITED STATES,AMERICA,SILVER,TRUE
2943,Mary Holder,whiterobert@example.com,UNITED STATES,AMERICA,GREEN,TRUE
2944,Latoya Davis,rhayes@example.org,GERMANY,EUROPE,SILVER,TRUE
2945,Stephen Walker,jeffrey10@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
2946,Ashley Bell,wilsonkimberly@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
2947,Denise Richards,leejesse@example.com,GERMANY,EUROPE,NONE,TRUE
2948,Thomas Barnes,ndouglas@example.net,GERMANY,EUROPE,GREEN,TRUE
2949,Robert Campbell,christopher01@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
2950,Daniel Jones III,garciaalex@example.com,JAPAN,ASIA,NONE,FALSE
2951,Michelle Alvarado,ingrambrandon@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
2952,Tammy English,hernandezanna@example.com,UNITED STATES,AMERICA,NONE,TRUE
2953,Tammy Powell,adkinscharles@example.net,AUSTRALIA,APAC,GOLD,FALSE
2954,Danielle Thomas,jonathanwoodard@example.com,FRANCE,EUROPE,SILVER,TRUE
2955,Dean Moore,clarkjames@example.com,AUSTRALIA,APAC,GOLD,TRUE
2956,John Joyce,tuckersheila@example.net,AUSTRALIA,APAC,GREEN,TRUE
2957,Thomas Reyes,nguyentimothy@example.net,UNITED STATES,AMERICA,NONE,FALSE
2958,Rachel Wilson,kirstendavis@example.net,AUSTRALIA,APAC,NONE,TRUE
2959,Ryan Smith,kevinmarshall@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
2960,Timothy Peters,robertsdavid@example.net,AUSTRALIA,APAC,GOLD,FALSE
2961,Mark Stewart,epeck@example.net,UNITED KINGDOM,EUROPE,GREEN,FALSE
2962,Jeffrey Sweeney,travis46@example.org,UNITED STATES,AMERICA,NONE,FALSE
2963,Cynthia Kramer,johnsondana@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
2964,Ashley Odom,pattonyolanda@example.org,AUSTRALIA,APAC,NONE,TRUE
2965,Christian Bailey,jonesjohn@example.com,UNITED STATES,AMERICA,NONE,FALSE
2966,Anthony Carlson,lchurch@example.com,JAPAN,ASIA,NONE,TRUE
2967,Joshua Olsen,gary52@example.net,GERMANY,EUROPE,NONE,TRUE
2968,Eric Jones Jr.,justin17@example.net,UNITED STATES,AMERICA,NONE,FALSE
2969,Michele Hill,ronald94@example.net,NETHERLANDS,EUROPE,SILVER,FALSE
2970,Tiffany Walker,johnsondaniel@example.net,UNITED STATES,AMERICA,GREEN,FALSE
2971,Gina Hayes,xclark@example.net,UNITED STATES,AMERICA,NONE,FALSE
2972,Charles Mooney,flittle@example.com,JAPAN,ASIA,NONE,TRUE
2973,Jared Hodges,richard04@example.com,AUSTRALIA,APAC,SILVER,TRUE
2974,Karen Alvarado,carteryolanda@example.com,UNITED STATES,AMERICA,NONE,FALSE
2975,Daniel Hatfield,ahicks@example.org,UNITED STATES,AMERICA,NONE,FALSE
2976,Richard Hunt,mcdowelladam@example.net,SWEDEN,EUROPE,NONE,FALSE
2977,Mrs. Kimberly Brown,vanessa17@example.org,NETHERLANDS,EUROPE,GREEN,FALSE
2978,Aimee Russell,walterrodriguez@example.com,UNITED STATES,AMERICA,NONE,FALSE
2979,Mary Taylor,andreawhite@example.net,FRANCE,EUROPE,GOLD,FALSE
2980,Adam Ramirez,michelle83@example.com,NETHERLANDS,EUROPE,SILVER,FALSE
2981,Ms. Elizabeth Smith MD,shaun13@example.com,GERMANY,EUROPE,NONE,FALSE
2982,Ashley Wilson,michaeljohnson@example.com,UNITED KINGDOM,EUROPE,GOLD,TRUE
2983,Walter Acevedo,fredday@example.net,FRANCE,EUROPE,NONE,FALSE
2984,Roger Moody,oroberts@example.net,NETHERLANDS,EUROPE,NONE,TRUE
2985,Heather Burns,georgesteven@example.org,CANADA,AMERICA,SILVER,TRUE
2986,Timothy Smith,johnsonkevin@example.net,UNITED STATES,AMERICA,NONE,TRUE
2987,Sean Harding,kevinaustin@example.org,UNITED STATES,AMERICA,SILVER,FALSE
2988,Kayla Escobar,keith86@example.com,SWEDEN,EUROPE,NONE,FALSE
2989,Stephen Anderson,thompsondarlene@example.net,NETHERLANDS,EUROPE,SILVER,FALSE
2990,Lisa Johnson,katelynjimenez@example.net,UNITED STATES,AMERICA,NONE,TRUE
2991,Tracy Nunez,stevenrichards@example.org,UNITED STATES,AMERICA,NONE,TRUE
2992,Anne Holloway,pking@example.net,FRANCE,EUROPE,GREEN,TRUE
2993,Kenneth Flores,angela57@example.com,NETHERLANDS,EUROPE,NONE,TRUE
2994,Elizabeth Tate,jacob06@example.net,UNITED STATES,AMERICA,NONE,FALSE
2995,Lacey Williams,michael28@example.net,UNITED STATES,AMERICA,GREEN,FALSE
